"Run ID","Assay Name","Test Name","Test Date","Qubit tube conc.","Qubit tube conc. units","Original sample conc.","Original sample conc. units","Sample Volume (uL)","Dilution Factor","Std 1 RFU","Std 2 RFU","Std 3 RFU","Excitation","Emission","Green RFU","Far Red RFU"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062445","22/08/2024 06:24:45 AM","52.7","ng/mL","10.5","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"264.75"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062434","22/08/2024 06:24:34 AM","68.8","ng/mL","13.8","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"320.07"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062423","22/08/2024 06:24:23 AM","57.2","ng/mL","11.4","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"280.11"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062411","22/08/2024 06:24:11 AM","62.5","ng/mL","12.5","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"298.31"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062359","22/08/2024 06:23:59 AM","35.4","ng/mL","7.08","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"205.65"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062348","22/08/2024 06:23:48 AM","55.0","ng/mL","11.0","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"272.63"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062337","22/08/2024 06:23:37 AM","45.5","ng/mL","9.10","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"240.12"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062326","22/08/2024 06:23:26 AM","33.2","ng/mL","6.64","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"198.04"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062315","22/08/2024 06:23:15 AM","53.0","ng/mL","10.6","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"265.63"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062304","22/08/2024 06:23:04 AM","67.8","ng/mL","13.6","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"316.77"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062252","22/08/2024 06:22:52 AM","56.8","ng/mL","11.4","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"278.77"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062242","22/08/2024 06:22:42 AM","62.6","ng/mL","12.5","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"298.75"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062230","22/08/2024 06:22:30 AM","36.1","ng/mL","7.22","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"208.01"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062219","22/08/2024 06:22:19 AM","55.1","ng/mL","11.0","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"272.79"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062206","22/08/2024 06:22:06 AM","45.6","ng/mL","9.12","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"240.19"
"2024-08-22_062101","RNA High Sensitivity","Sample_#240822-062146","22/08/2024 06:21:46 AM","33.2","ng/mL","6.64","ng/uL","1","200","94.53","1590.87",,"Red","Far Red",,"198.35"
